a_level,b_level,a_category,support,b_top1,b_top1_share,b_top2,b_top2_share,b_top3,b_top3_share
a_cat2,b_cat2,Boudreaux's Butt Paste,1,Diaper Creams & Ointments,1.0,,,,
a_cat3,b_cat3,,3094,,0.3306,Shampoo & Conditioner,0.0365,Lotions & Creams,0.02
a_cat3,b_cat3,All Valentine's Day Candy,131,,0.9847,Baking Chocolate & Morsels,0.0076,"Crackers, Snacks & Desserts",0.0076
a_cat3,b_cat3,Baby Food Stages,120,Pouches - All Stages,0.3167,Jars & Tubs - Stage 1,0.2667,Jars & Tubs - Stages 2 and Up,0.2333
a_cat3,b_cat3,Shop All Cookies,94,Cookies,0.7447,,0.117,"Crackers, Snacks & Desserts",0.0638
a_cat3,b_cat3,Chewy and gummy candy,87,,0.977,Cookies & Crackers,0.023,,
a_cat3,b_cat3,All Christmas Candy,84,,0.9167,Cookies,0.0595,Cooking Sauces,0.0119
a_cat3,b_cat3,Snack Crackers,83,,0.8675,Cookies & Biscuits,0.0482,Animal Crackers,0.0241
a_cat3,b_cat3,All Halloween Candy,81,,1.0,,,,
a_cat3,b_cat3,Milk Chocolate,67,,0.9552,Baking Chocolate & Morsels,0.0149,Raisins,0.0149
a_cat3,b_cat3,All Body Wash,60,Body Wash & Shower Gel,0.4833,Men's Body Wash,0.2667,"Bath Salts, Soaks & Bubble Bath",0.1167
a_cat3,b_cat3,Dry pasta,53,Specialty  Pasta,0.4151,Ingredients,0.1132,,0.0943
a_cat3,b_cat3,All Deodorants,52,Solids and Sticks,0.3846,Gels,0.25,Sprays,0.2115
a_cat3,b_cat3,Chocolate Bars,52,,0.9808,Baking Chocolate & Morsels,0.0192,,
a_cat3,b_cat3,Potato Chips,49,,0.9184,Condiments & Sauces,0.0204,Cookies & Crackers,0.0204
a_cat3,b_cat3,Shop All Chocolate,43,,0.9767,Baking Chocolate & Morsels,0.0233,,
a_cat3,b_cat3,Shop all salad dressings & toppings,41,,0.9268,Macaroni & Cheese,0.0244,Ingredients,0.0244
a_cat3,b_cat3,All Conditioner,41,Shampoo & Conditioner,0.4878,Textured Hair Care,0.2683,Treatments,0.0976
a_cat3,b_cat3,Stocking Stuffers,41,,0.9756,Cookies & Crackers,0.0244,,
a_cat3,b_cat3,Baking Kits,37,Cookies,0.4324,Specialty Mixes,0.1892,Brownies,0.1622
a_cat3,b_cat3,Cake Mixes,36,Cakes,0.75,Cookies,0.0556,Specialty Mixes,0.0556
a_cat3,b_cat3,"Frosting, Toppings & Decorations",36,,0.9722,Cookies,0.0278,,
a_cat3,b_cat3,Shredded Cheese,35,Gelatin & Puddings,0.4571,,0.3714,Macaroni & Cheese,0.1429
a_cat3,b_cat3,"Look Good, Feel Good",34,Solids and Sticks,0.5588,Gels,0.3529,Sprays,0.0294
a_cat3,b_cat3,Glade Air Fresheners,34,,1.0,,,,
a_cat3,b_cat3,Face Wash,33,Cleansers & Wipes,0.4545,Lotions & Creams,0.3939,Acne Treatment,0.1515
a_cat3,b_cat3,Pie Crusts & Fillings,32,Pie Crusts & Fillings,0.8125,Gelatin & Puddings,0.0938,Cookies,0.0312
a_cat3,b_cat3,Indian foods,31,,0.8387,Condiments & Sauces,0.0323,Spices,0.0323
a_cat3,b_cat3,Wet Cat Food by Life Stage,30,Wet,1.0,,,,
a_cat3,b_cat3,Canned beans,30,Beans,0.7,,0.1333,Specialty Vegetables,0.1
a_cat3,b_cat3,Hot Cereal & Grits,29,,0.8621,Rice & Grains,0.069,Single Serve,0.0345
a_cat3,b_cat3,Frozen Individual Meals,28,Single Serve,0.9643,,0.0357,,
a_cat3,b_cat3,English Muffins,28,Cookies,0.8929,,0.1071,,
a_cat3,b_cat3,Latin foods,28,Condiments & Sauces,0.2143,"Crackers, Snacks & Desserts",0.2143,Beverages,0.1786
a_cat3,b_cat3,Ramen,27,,0.4444,Soups & Noodle Bowls,0.4444,Ingredients,0.0741
a_cat3,b_cat3,Gatorade,25,Sports Drinks,1.0,,,,
a_cat3,b_cat3,Game Time Drinks,25,,0.44,Sports Drinks,0.4,Beverages,0.16
a_cat3,b_cat3,Bar Soap,24,Bar Soap,0.7917,Sprays,0.0833,Solids and Sticks,0.0417
a_cat3,b_cat3,Valentine's Day Baking,23,,0.8696,Cakes,0.087,Pie Crusts & Fillings,0.0435
a_cat3,b_cat3,Game Time Alcohol,22,,1.0,,,,
a_cat3,b_cat3,All Cat Treats,21,Treats,1.0,,,,
a_cat3,b_cat3,All Tea,21,Herbal Tea,0.7619,Black Tea,0.0952,Green Tea,0.0952
a_cat3,b_cat3,Red Bull,21,Energy,1.0,,,,
a_cat3,b_cat3,Foundation,21,Face,0.9048,Serums,0.0476,Mascara,0.0476
a_cat3,b_cat3,"Canned tomatoes, sauce & puree",20,Diced,0.35,Puree,0.2,Whole,0.1
a_cat3,b_cat3,Sugar,20,,0.95,"Crackers, Snacks & Desserts",0.05,,
a_cat3,b_cat3,Christmas Chocolate,20,,1.0,,,,
a_cat3,b_cat3,"Vanilla Extract, Food Coloring & Spices",19,Spices,0.7895,,0.2105,,
a_cat3,b_cat3,Cough & Cold,19,Cough Drops,0.2632,,0.2105,Cold & Flu Multi-Symptom,0.1579
a_cat3,b_cat3,Ready to heat soup,19,,0.7895,Soups & Noodle Bowls,0.2105,,
a_cat3,b_cat3,Shop all Snack Bars,19,,1.0,,,,
a_cat3,b_cat3,All Cat Food,19,Wet,0.5263,Dry,0.4737,,
a_cat3,b_cat3,Shop All Laundry Detergent,19,Laundry Detergent & Fabric Softeners,0.9474,Dryer Sheets & Laundry Supplies,0.0526,,
a_cat3,b_cat3,Bottled Tea,18,Ready to Drink Tea,0.8889,,0.1111,,
a_cat3,b_cat3,Prime Hydration Drink,18,Sports Drinks,1.0,,,,
a_cat3,b_cat3,Macaroni & cheese,17,Macaroni & Cheese,0.8235,Packaged Meals,0.1765,,
a_cat3,b_cat3,Healthy Cereal,17,,1.0,,,,
a_cat3,b_cat3,Hostess,17,Cookies,1.0,,,,
a_cat3,b_cat3,Dermatologist Recommended Dry Skin,17,Lotions & Creams,0.4118,Body Wash & Shower Gel,0.1176,Acne Treatment,0.1176
a_cat3,b_cat3,Adult Dog Food,16,Wet Food,0.875,Wet,0.0625,Dry Food,0.0625
a_cat3,b_cat3,Meat Sticks,16,Jerky & Meat Sticks,0.9375,,0.0625,,
a_cat3,b_cat3,Mindful Living Body Lotions & Creams,16,,0.4375,Lotions & Creams,0.25,"Bath Salts, Soaks & Bubble Bath",0.1875
a_cat3,b_cat3,"Broths, Stocks, & Bouillon",16,,0.9375,Condiments & Sauces,0.0625,,
a_cat3,b_cat3,All Febreze Air Fresheners,16,,1.0,,,,
a_cat3,b_cat3,Muffins & Cakes,16,Cookies,1.0,,,,
a_cat3,b_cat3,Beans,15,,0.4667,Beans,0.3333,Specialty Flours,0.0667
a_cat3,b_cat3,Truffles,15,,1.0,,,,
a_cat3,b_cat3,Cheddar Cheese,15,,0.6667,Gelatin & Puddings,0.2667,Macaroni & Cheese,0.0667
a_cat3,b_cat3,Celsius Energy Drinks,15,Energy Boosters,1.0,,,,
a_cat3,b_cat3,Always,15,Panty Liners,0.5333,Maxi Pads,0.4667,,
a_cat3,b_cat3,Frozen Vegetables,15,,0.8,Microwave Popcorn,0.0667,Specialty Vegetables,0.0667
a_cat3,b_cat3,Popcorn Bags,14,Ready to Eat Popcorn,0.8571,,0.1429,,
a_cat3,b_cat3,Tampax Pearl,14,Tampons,1.0,,,,
a_cat3,b_cat3,Canned tuna & seafood,14,Canned Tuna & Pouches,0.7143,Specialty Seafood,0.1429,,0.0714
a_cat3,b_cat3,Lunchbox favorites,14,,0.8571,Single Serve,0.0714,Macaroni & Cheese,0.0714
a_cat3,b_cat3,Plant Based Milk,14,,0.2857,Soy,0.2143,Almond,0.2143
a_cat3,b_cat3,Condensed soup,14,,1.0,,,,
a_cat3,b_cat3,Body Deodorant,13,Whole Body Deodorant,1.0,,,,
a_cat3,b_cat3,Clumping Cat Litter,13,Litter,1.0,,,,
a_cat3,b_cat3,Flavored Water,13,Sports Drinks,0.6923,Flavored Water,0.2308,Premium & Imported,0.0769
a_cat3,b_cat3,Chocolate Boxes,13,,1.0,,,,
a_cat3,b_cat3,Puffed Snacks,13,,1.0,,,,
a_cat3,b_cat3,Crayons,13,Craft Drawing,0.9231,Kids' Bath,0.0769,,
a_cat3,b_cat3,Snack Bars,13,,1.0,,,,
a_cat3,b_cat3,browse subscription pantry,13,,0.5385,Specialty Fruit,0.1538,Gelatin & Puddings,0.0769
a_cat3,b_cat3,All Mrs. Meyer's,13,Liquid,0.6154,Cleaning Supplies,0.2308,,0.1538
a_cat3,b_cat3,Hairspray,12,Styling Products,0.8333,Treatments,0.0833,Textured Hair Care,0.0833
a_cat3,b_cat3,School Food Under $10,12,Soy,0.4167,,0.3333,Grape,0.1667
a_cat3,b_cat3,Sally Hansen Nail Polish,12,Nail Color & Treatment,1.0,,,,
a_cat3,b_cat3,"Breadcrumbs, coatings & batters",12,,0.6667,Rice & Grains,0.25,Cooking Sauces,0.0833
a_cat3,b_cat3,Chocolate Assortments,12,,0.9167,Baking Chocolate & Morsels,0.0833,,
a_cat3,b_cat3,Vinegars & cooking wines,12,,0.6667,Ingredients,0.1667,Cooking Sauces,0.0833
a_cat3,b_cat3,Sparkling Water,12,,0.75,Ready To Drink,0.1667,Premium & Imported,0.0833
a_cat3,b_cat3,Kids & Multipack Juices,12,Cranberry,0.4167,IC Novelties,0.25,Apple,0.1667
a_cat3,b_cat3,Dark Chocolate,11,,0.9091,Specialty Mixes,0.0909,,
a_cat3,b_cat3,Omega 3,11,Fish Oil & Omega,0.4545,Energy & Mood Support,0.1818,Sleep Aids,0.0909
a_cat3,b_cat3,Snyder's Pretzels,11,,1.0,,,,
a_cat3,b_cat3,Shop Back To School Food,11,,0.4545,Cold Brew & Bottled Coffee,0.1818,Herbal Tea,0.0909
a_cat3,b_cat3,Greek Yogurt,11,,1.0,,,,
a_cat3,b_cat3,Marshmallows,11,,1.0,,,,
a_cat3,b_cat3,All Shampoo,11,Shampoo & Conditioner,0.6364,Textured Hair Care,0.1818,Kids' Bath,0.0909
a_cat3,b_cat3,Chocolate Covered Snacks,10,,0.9,Flavored Nuts & Blends,0.1,,
a_cat3,b_cat3,Oil & Blemish Control,10,Acne Treatment,0.6,Lotions & Creams,0.1,Maxi Pads,0.1
a_cat3,b_cat3,All Toothpaste,10,Toothpaste,0.8,Kid's Toothpaste,0.1,Sinus & Nasal Care,0.1
a_cat3,b_cat3,For you Health & Beauty,10,Lip Balms,0.4,Face,0.1,Lips,0.1
a_cat3,b_cat3,Microwave food,10,,0.8,Packaged Meals,0.2,,
a_cat3,b_cat3,Pampers Diapers,10,Diapers Size 4,0.4,Training Pants,0.2,Diapers Size 2,0.2
a_cat3,b_cat3,Holiday Baking,10,Pie Crusts & Fillings,0.7,,0.2,Cookies,0.1
a_cat3,b_cat3,Toaster Pastries,10,,1.0,,,,
a_cat3,b_cat3,Native Deodorant,10,Solids and Sticks,0.5,Whole Body Deodorant,0.4,Travel Size Products,0.1
a_cat3,b_cat3,All Juices,10,Beverages,0.3,Specialty & Juice Blends,0.3,Ready to Drink Tea,0.1
a_cat3,b_cat3,Baby Shampoos & Body Washes,10,Baby Washes & Shampoos,0.3,Baby Lotions,0.2,Lotions & Creams,0.2
a_cat3,b_cat3,Shop All Mints,10,,0.8,Breath Fresheners,0.2,,
a_cat3,b_cat3,Dish Soap,10,Cleaning Supplies,0.7,Bottles & Nipples,0.3,,
a_cat3,b_cat3,SodaStream,10,SodaStream,1.0,,,,
a_cat3,b_cat3,Rice Cakes,10,,0.6,Ingredients,0.4,,
a_cat3,b_cat3,Breakfast,10,,0.7,Ready to Drink Tea,0.3,,
a_cat3,b_cat3,Tea Bags,10,Herbal Tea,1.0,,,,
a_cat3,b_cat3,Canned fruit,10,Peaches & Pears,0.3,Applesauce,0.2,Pouches - All Stages,0.1
a_cat3,b_cat3,Shop All Top-Rated Beauty,9,Lips,0.5556,Eyes,0.1111,Mascara,0.1111
a_cat3,b_cat3,Liquid Laundry Detergent,9,Laundry Detergent & Fabric Softeners,1.0,,,,
a_cat3,b_cat3,Gummy Bears,9,,1.0,,,,
a_cat3,b_cat3,Sauces,9,Specialty Pasta Sauce,0.6667,Gravy & Sauces,0.3333,,
a_cat3,b_cat3,Premium and Assorted Chocolate Boxes,9,,0.8889,Baking Chocolate & Morsels,0.1111,,
a_cat3,b_cat3,Kisses,9,,1.0,,,,
a_cat3,b_cat3,Pantry Organization,9,Plastic Food Storage,0.6667,"Casserole, Bakers and Loaf",0.2222,Seasonal,0.1111
a_cat3,b_cat3,Covergirl Mascara,9,Mascara,1.0,,,,
a_cat3,b_cat3,Air Wick Air Fresheners,9,,1.0,,,,
a_cat3,b_cat3,All Beauty Stock Up,9,Shampoo & Conditioner,0.7778,Kids' Hair,0.1111,Men's Body Wash,0.1111
a_cat3,b_cat3,Easter Basket Stuffers,9,,1.0,,,,
a_cat3,b_cat3,Mascara,9,Mascara,0.8889,Face,0.1111,,
a_cat3,b_cat3,Pizza crusts & sauce,9,,0.2222,Pie Crusts & Fillings,0.2222,Jerky & Meat Sticks,0.1111
a_cat3,b_cat3,Fruit Flavored Candy,9,,1.0,,,,
a_cat3,b_cat3,Top-Rated Hair Care,9,Styling Products,0.6667,Textured Hair Care,0.3333,,
a_cat3,b_cat3,All Dr Teal's,9,"Bath Salts, Soaks & Bubble Bath",0.8889,Body Wash & Shower Gel,0.1111,,
a_cat3,b_cat3,Washable Markers,8,Craft Drawing,1.0,,,,
a_cat3,b_cat3,White Chocolate,8,,0.875,Specialty Mixes,0.125,,
a_cat3,b_cat3,Yogurt Drinks,8,,1.0,,,,
a_cat3,b_cat3,Seasoning mixes & blends,8,Gravy & Sauces,0.25,Condiments & Sauces,0.25,Dry Gravy & Seasoning Packets,0.125
a_cat3,b_cat3,Candy gifts,8,,1.0,,,,
a_cat3,b_cat3,Sausages,8,,1.0,,,,
a_cat3,b_cat3,Baby Yogurt Bites,8,"Puffs, Melts & Teething Wafers",0.875,Jars & Tubs - Stages 2 and Up,0.125,,
a_cat3,b_cat3,Easy Off,8,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Healthy Snacks,8,,0.875,Canned Meat,0.125,,
a_cat3,b_cat3,Fancy Feast Gravy,8,Wet,1.0,,,,
a_cat3,b_cat3,Ship to home tea,8,Herbal Tea,1.0,,,,
a_cat3,b_cat3,Chewy Candy,8,,1.0,,,,
a_cat3,b_cat3,College Snacks and Drinks,8,,0.625,Canned Tuna & Pouches,0.125,Ready To Drink,0.125
a_cat3,b_cat3,Party Snacks,8,,1.0,,,,
a_cat3,b_cat3,Canned vegetables,8,Specialty Vegetables,0.25,,0.25,Peaches & Pears,0.25
a_cat3,b_cat3,Bacon,8,,1.0,,,,
a_cat3,b_cat3,Dove Deodorant,8,Sprays,0.625,Clinicals,0.25,Travel Size Products,0.125
a_cat3,b_cat3,Condensed Soup,8,,1.0,,,,
a_cat3,b_cat3,Frozen Family Meals,8,Skillet Meals,0.625,Single Serve,0.25,Family Size,0.125
a_cat3,b_cat3,"Biscuit, Cookies, Doughs & Crusts",8,,1.0,,,,
a_cat3,b_cat3,Ham Lunch Meat,8,,0.75,Beans,0.125,Packaged Meals,0.125
a_cat3,b_cat3,All Asian food,7,Soups & Noodle Bowls,0.2857,,0.2857,Ingredients,0.2857
a_cat3,b_cat3,Women's Multivitamins,7,Fish Oil & Omega,0.2857,Women's Multi Vitamin & Health,0.2857,Adult Multi Vitamin,0.1429
a_cat3,b_cat3,Laundry Pods,7,Laundry Detergent & Fabric Softeners,0.7143,Dryer Sheets & Laundry Supplies,0.2857,,
a_cat3,b_cat3,Herbal Essences,7,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Beef Jerky,7,Jerky & Meat Sticks,1.0,,,,
a_cat3,b_cat3,Gluten-Free Snacks,7,,1.0,,,,
a_cat3,b_cat3,Colgate Toothpaste,7,Toothpaste,1.0,,,,
a_cat3,b_cat3,Stress Support Supplements,7,"Minerals, Magnesium, Iron & Antioxidants",0.2857,Immune Boosters,0.2857,,0.1429
a_cat3,b_cat3,Dove Body Wash,7,Bar Soap,0.7143,Body Wash & Shower Gel,0.1429,,0.1429
a_cat3,b_cat3,Olive oils,7,,1.0,,,,
a_cat3,b_cat3,Utz Pretzels,7,,1.0,,,,
a_cat3,b_cat3,Lip Gloss,7,Lips,0.8571,Moisturizers,0.1429,,
a_cat3,b_cat3,Rice,7,Rice,1.0,,,,
a_cat3,b_cat3,Premier Protein Shakes,7,Ready To Drink,1.0,,,,
a_cat3,b_cat3,Leave In Conditioner,7,Textured Hair Care,0.4286,Treatments,0.2857,Styling Products,0.2857
a_cat3,b_cat3,Flavored Coffee Creamer,7,,0.8571,Creamers,0.1429,,
a_cat3,b_cat3,Donuts,7,Cookies,1.0,,,,
a_cat3,b_cat3,Sour Candy,7,,1.0,,,,
a_cat3,b_cat3,Traditional Yogurt,7,,1.0,,,,
a_cat3,b_cat3,Swiffer Refills,7,Quick Clean,1.0,,,,
a_cat3,b_cat3,Orange Juice,7,,0.8571,Almond,0.1429,,
a_cat3,b_cat3,Sneakers,7,Solids and Sticks,0.5714,Body Oils & Sticks,0.1429,Shampoo & Conditioner,0.1429
a_cat3,b_cat3,Suave,7,Styling Products,0.7143,Shampoo & Conditioner,0.1429,Lotions & Creams,0.1429
a_cat3,b_cat3,All Dog Treats,7,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Fruit Punch,7,,0.5714,Ready to Drink Tea,0.4286,,
a_cat3,b_cat3,European & Mediterranean,7,,0.4286,Packaged Meals,0.1429,Salt & Pepper,0.1429
a_cat3,b_cat3,Blush,6,Face,1.0,,,,
a_cat3,b_cat3,Packaged meals,6,Rice,0.5,Gelatin & Puddings,0.1667,Skillet Meals,0.1667
a_cat3,b_cat3,Degree Deodorant,6,Solids and Sticks,0.8333,Clinicals,0.1667,,
a_cat3,b_cat3,Plum Organics Baby Food,6,Pouches - All Stages,1.0,,,,
a_cat3,b_cat3,Deodorant Spray,6,Sprays,0.8333,Whole Body Deodorant,0.1667,,
a_cat3,b_cat3,Frozen Fruit,6,,1.0,,,,
a_cat3,b_cat3,Protein Bars,6,,1.0,,,,
a_cat3,b_cat3,Women's Shaving Cream,6,Women's Shave Prep,0.5,Men's Shave Prep,0.5,,
a_cat3,b_cat3,Kids Multipacks,6,Toothpaste,0.6667,Mouthwash,0.3333,,
a_cat3,b_cat3,All Cheese,6,,0.5,Gelatin & Puddings,0.5,,
a_cat3,b_cat3,Adhesives & Glues,6,Home Essentials,1.0,,,,
a_cat3,b_cat3,Sustainably Sourced Coffee and Tea,6,Herbal Tea,0.6667,Ready to Drink Tea,0.3333,,
a_cat3,b_cat3,Back To School Pantry Essentials,6,,1.0,,,,
a_cat3,b_cat3,Cat Litter,6,Litter,1.0,,,,
a_cat3,b_cat3,Kool Aid,6,Powdered Drink Mixes,1.0,,,,
a_cat3,b_cat3,Doritos,6,,1.0,,,,
a_cat3,b_cat3,Secret Clinical Strength Deodorant,6,Clinicals,0.5,Gels,0.3333,Travel Size Products,0.1667
a_cat3,b_cat3,"Broth, stocks & bouillon",6,,1.0,,,,
a_cat3,b_cat3,Aveeno Body Wash,6,Baby Washes & Shampoos,0.5,Body Wash & Shower Gel,0.3333,Lotions & Creams,0.1667
a_cat3,b_cat3,Baby Cereal,6,Cereals,0.8333,Jars & Tubs - Stages 2 and Up,0.1667,,
a_cat3,b_cat3,Pickles & olives,6,Pickles,0.5,Condiments & Sauces,0.1667,"Crackers, Snacks & Desserts",0.1667
a_cat3,b_cat3,Febreze Plug Ins,6,,1.0,,,,
a_cat3,b_cat3,Pancake & Waffle Mixes,6,,0.8333,Specialty Mixes,0.1667,,
a_cat3,b_cat3,Valentine's Day Breakfast,6,,0.8333,Baking Ingredients & Starches,0.1667,,
a_cat3,b_cat3,Hot Dogs,6,,1.0,,,,
a_cat3,b_cat3,Whey Protein,6,Whey Protein Powder,1.0,,,,
a_cat3,b_cat3,Temptations Cat Treats,6,Treats,1.0,,,,
a_cat3,b_cat3,Refrigerated Juices,6,,0.8333,Specialty & Juice Blends,0.1667,,
a_cat3,b_cat3,Untinted Lip Balm,6,Lip Balms,0.5,Travel Size Products,0.1667,Sun Protection,0.1667
a_cat3,b_cat3,All Purpose Cleaners,6,Cleaning Supplies,0.8333,,0.1667,,
a_cat3,b_cat3,Disposable Diapers,6,Diapers Size 6 & 7,0.3333,Diapers Size 5,0.3333,Swim Diapers,0.1667
a_cat3,b_cat3,All Kitten Supplies,6,Wet,0.8333,Litter,0.1667,,
a_cat3,b_cat3,Dog Biscuits and Cookies,5,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Craft Beer,5,,1.0,,,,
a_cat3,b_cat3,Halloween Baking & Cooking Supplies,5,Baking Ingredients & Starches,1.0,,,,
a_cat3,b_cat3,Shop All Lay's Potato Chips,5,,1.0,,,,
a_cat3,b_cat3,Mint gum,5,,0.8,Breath Fresheners,0.2,,
a_cat3,b_cat3,Lemonade Mixes,5,Powdered Drink Mixes,1.0,,,,
a_cat3,b_cat3,Granola,5,,1.0,,,,
a_cat3,b_cat3,Suave Deodorant,5,Solids and Sticks,1.0,,,,
a_cat3,b_cat3,Herbs,5,Spices,1.0,,,,
a_cat3,b_cat3,Wet Cat Food Brands,5,Wet,1.0,,,,
a_cat3,b_cat3,Potato side dishes,5,Potatoes,0.6,Packaged Meals,0.2,,0.2
a_cat3,b_cat3,Happy Baby,5,Pouches - All Stages,0.8,"Puffs, Melts & Teething Wafers",0.2,,
a_cat3,b_cat3,Every Man Jack haircare,5,Men's Body Wash,0.6,Shampoo & Conditioner,0.4,,
a_cat3,b_cat3,Fall Baking,5,,0.4,Brownies,0.4,Cookies,0.2
a_cat3,b_cat3,"All Nuts, Trail Mix,& Seeds",5,Pistachios,0.6,,0.4,,
a_cat3,b_cat3,Greenies for Dogs,5,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Exfoliators,5,"Bath Salts, Soaks & Bubble Bath",0.4,Antiseptics & Wound Care,0.2,Textured Hair Care,0.2
a_cat3,b_cat3,Milk-Bone,5,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Makeup Removers,5,Cleansers & Wipes,0.6,Acne Treatment,0.4,,
a_cat3,b_cat3,Sports Drinks,5,Sports Drinks,1.0,,,,
a_cat3,b_cat3,All Dog Food,5,Wet Food,0.8,Dry Food,0.2,,
a_cat3,b_cat3,OxiClean Stain Remover,5,Dryer Sheets & Laundry Supplies,0.6,Bleach,0.4,,
a_cat3,b_cat3,Lume Deodorant,5,Whole Body Deodorant,1.0,,,,
a_cat3,b_cat3,Shave Creams and Gels,5,Women's Shave Prep,0.8,Body Oils & Sticks,0.2,,
a_cat3,b_cat3,Mozzarella,5,Gelatin & Puddings,0.4,Macaroni & Cheese,0.4,,0.2
a_cat3,b_cat3,Plant-Based Protein,5,,1.0,,,,
a_cat3,b_cat3,Starbucks Iced Coffee,5,Cold Brew & Bottled Coffee,1.0,,,,
a_cat3,b_cat3,Coconut Water,5,Nutritional Drinks & Coconut Water,0.6,Sports Drinks,0.4,,
a_cat3,b_cat3,Canned chili & meat,5,Canned Meat,0.4,Canned Tuna & Pouches,0.2,Packaged Meals,0.2
a_cat3,b_cat3,Facial Treatments,5,Serums,0.6,Moisturizers,0.4,,
a_cat3,b_cat3,Beech-Nut Baby Food,5,Jars & Tubs - Stage 1,1.0,,,,
a_cat3,b_cat3,Bubble Baths,5,,0.6,"Bath Salts, Soaks & Bubble Bath",0.2,Baby Lotions,0.2
a_cat3,b_cat3,All Laundry Scent Boosters,5,Dryer Sheets & Laundry Supplies,1.0,,,,
a_cat3,b_cat3,Cheetos,5,,1.0,,,,
a_cat3,b_cat3,Apple Juice,5,Juices,0.4,Apple,0.4,Specialty & Juice Blends,0.2
a_cat3,b_cat3,Holiday Meal,5,Spices,0.6,,0.4,,
a_cat3,b_cat3,Corn Chips,5,,1.0,,,,
a_cat3,b_cat3,Kids Multivitamins,5,Prenatal Vitamins,0.4,Women's Multi Vitamin & Health,0.2,Children's Vitamins & Supplements,0.2
a_cat3,b_cat3,Dermatologist Recommended Psoriasis Products,5,Moisturizers,0.6,Lip Balms,0.2,,0.2
a_cat3,b_cat3,Celestial Seasonings Tea,5,Herbal Tea,0.8,Tea Pods,0.2,,
a_cat3,b_cat3,Lipstick,5,Lips,1.0,,,,
a_cat3,b_cat3,Sugar Cookie Dough,5,,1.0,,,,
a_cat3,b_cat3,Peanut butter,5,,0.8,Specialty Mixes,0.2,,
a_cat3,b_cat3,Old Spice Deodorant,5,Solids and Sticks,1.0,,,,
a_cat3,b_cat3,Gluten Free Baking,5,Pie Crusts & Fillings,0.4,,0.4,Specialty Flours,0.2
a_cat3,b_cat3,Spices,5,Spices,0.6,Condiments & Sauces,0.2,,0.2
a_cat3,b_cat3,SheaMoisture Men,5,Whole Body Deodorant,1.0,,,,
a_cat3,b_cat3,Goya,5,Beverages,0.8,,0.2,,
a_cat3,b_cat3,Cheese Puffs,4,,1.0,,,,
a_cat3,b_cat3,Lemonade,4,,0.5,Lemonade,0.5,,
a_cat3,b_cat3,Scented Candles,4,,1.0,,,,
a_cat3,b_cat3,All Fabric Softener,4,Dryer Sheets & Laundry Supplies,0.75,Laundry Detergent & Fabric Softeners,0.25,,
a_cat3,b_cat3,Aloha Protein Bars,4,,1.0,,,,
a_cat3,b_cat3,Fancy Feast Pate,4,Wet,1.0,,,,
a_cat3,b_cat3,Gluten Free Pretzels,4,,1.0,,,,
a_cat3,b_cat3,Fresh & Frozen Pizza,4,,1.0,,,,
a_cat3,b_cat3,Sensitive Toothpaste,4,Toothpaste,1.0,,,,
a_cat3,b_cat3,Gold Standard Whey Protein,4,Whey Protein Powder,1.0,,,,
a_cat3,b_cat3,Cola,4,Beverages,0.5,,0.5,,
a_cat3,b_cat3,Orgain,4,Plant Protein Powder,1.0,,,,
a_cat3,b_cat3,Disinfectant Spray,4,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,All Chips,4,,1.0,,,,
a_cat3,b_cat3,CLIF Bars,4,,1.0,,,,
a_cat3,b_cat3,Ghost Energy Drinks,4,Energy,1.0,,,,
a_cat3,b_cat3,Shop All Frozen Appetizers,4,Single Serve,0.5,,0.5,,
a_cat3,b_cat3,DampRid,4,Laundry & Closet,1.0,,,,
a_cat3,b_cat3,Mustard,4,,0.75,Cooking Sauces,0.25,,
a_cat3,b_cat3,Dermatologist Recommended Body Lotions,4,Lotions & Creams,1.0,,,,
a_cat3,b_cat3,Shop All Hard Candy,4,,1.0,,,,
a_cat3,b_cat3,Iced Tea,4,Ready to Drink Tea,1.0,,,,
a_cat3,b_cat3,Black-led Haircare,4,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Mountain Dew,4,,1.0,,,,
a_cat3,b_cat3,Mindful Living Body Wash,4,Lotions & Creams,0.25,Kids' Hair,0.25,Body Wash & Shower Gel,0.25
a_cat3,b_cat3,Shop by Fruit Type,4,Raisins,0.5,Dried Fruit,0.25,Prunes,0.25
a_cat3,b_cat3,Single Serve Salty Snacks,4,,1.0,,,,
a_cat3,b_cat3,Cinnamon & Crescent Rolls,4,,0.5,Brownies,0.5,,
a_cat3,b_cat3,Deodorants & Antiperspirants,4,Solids and Sticks,0.25,Men's Grooming,0.25,Baby Powders,0.25
a_cat3,b_cat3,Caramel,4,Cookies,0.5,,0.5,,
a_cat3,b_cat3,All Gain,4,Dryer Sheets & Laundry Supplies,0.5,Laundry Detergent & Fabric Softeners,0.5,,
a_cat3,b_cat3,Frozen Plant-Based & Meat Alternatives,4,,1.0,,,,
