a_level,b_level,a_category,support,b_top1,b_top1_share,b_top2,b_top2_share,b_top3,b_top3_share
a_cat0,b_cat0,Food,4874,Grocery,0.7669,Dairy,0.086,Frozen,0.0574
a_cat0,b_cat0,Personal Care,946,More Departments,0.9863,Grocery,0.0137,,
a_cat0,b_cat0,Beauty,706,More Departments,0.9986,Grocery,0.0014,,
a_cat0,b_cat0,Health and Medicine,448,More Departments,0.8906,Grocery,0.1027,Dairy,0.0045
a_cat0,b_cat0,Household Essentials,384,More Departments,0.9974,Grocery,0.0026,,
a_cat0,b_cat0,Baby,311,More Departments,1.0,,,,
a_cat0,b_cat0,Pets,293,Grocery,0.9898,More Departments,0.0068,Frozen,0.0034
a_cat0,b_cat0,Office Supplies,39,More Departments,1.0,,,,
a_cat0,b_cat0,Home,38,More Departments,0.8421,Grocery,0.1579,,
a_cat0,b_cat0,Seasonal,32,More Departments,0.9688,Grocery,0.0312,,
a_cat0,b_cat0,Party & Occasions,17,Grocery,0.5882,More Departments,0.4118,,
a_cat0,b_cat0,Shop with Purpose,16,More Departments,0.8125,Grocery,0.1875,,
a_cat0,b_cat0,Subscriptions,15,Grocery,0.9333,Frozen,0.0667,,
a_cat0,b_cat0,Home Improvement,13,More Departments,1.0,,,,
a_cat0,b_cat0,Clothing,12,More Departments,1.0,,,,
a_cat0,b_cat0,Arts Crafts & Sewing,11,More Departments,1.0,,,,
a_cat0,b_cat0,,10,Grocery,0.5,More Departments,0.3,Dairy,0.1
a_cat0,b_cat0,Patio & Garden,9,More Departments,0.7778,Grocery,0.2222,,
a_cat0,b_cat0,Premium Beauty,7,More Departments,1.0,,,,
a_cat0,b_cat0,Sports & Outdoors,5,More Departments,0.6,Grocery,0.4,,
a_cat0,b_cat0,Shop by Brand,2,More Departments,0.5,Grocery,0.5,,
a_cat0,b_cat0,Character Shop,2,More Departments,1.0,,,,
a_cat0,b_cat0,Electronics,2,More Departments,1.0,,,,
a_cat0,b_cat0,Toys,1,More Departments,1.0,,,,
a_cat0,b_cat0,Industrial & Scientific,1,Grocery,1.0,,,,
a_cat0,b_cat0,Shop by Movie,1,More Departments,1.0,,,,
a_cat1,b_cat1,Pantry,985,Pantry,0.2579,International Foods,0.2305,Soups & Broths,0.0954
a_cat1,b_cat1,Candy,975,Candy,0.7877,Bulk Foods,0.1528,Chips & Snack Foods,0.0154
a_cat1,b_cat1,"Snacks, Cookies & Chips",545,Chips & Snack Foods,0.7853,Protein & Snack Bars,0.0661,International Foods,0.0477
a_cat1,b_cat1,Beverages,512,Beverages,0.748,"Milk, Juice and Refrigerated Beverage",0.1133,Health and Wellness,0.0547
a_cat1,b_cat1,Bath & Body,448,Personal Care and Makeup,0.9464,Health and Wellness,0.0268,Baby & Toddler,0.0179
a_cat1,b_cat1,Baking,281,Baking & Baking Ingredients,0.7082,Candy,0.0819,Pantry,0.0641
a_cat1,b_cat1,Dairy & Eggs,260,Cheese,0.1808,Baking & Baking Ingredients,0.1538,Yogurt,0.1423
a_cat1,b_cat1,Seasonal Grocery,217,Beverages,0.1336,Baking & Baking Ingredients,0.0876,Chips & Snack Foods,0.0876
a_cat1,b_cat1,Feeding,177,Baby & Toddler,0.9944,Health and Wellness,0.0056,,
a_cat1,b_cat1,Household Essentials by Brand,161,Household Essentials,0.8571,Personal Care and Makeup,0.1429,,
a_cat1,b_cat1,Frozen Foods,159,Appetizers & Frozen Meals,0.3962,Frozen Vegetables,0.0943,International Foods,0.0692
a_cat1,b_cat1,Hair Care,145,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Skincare,142,Personal Care and Makeup,0.9577,Baby & Toddler,0.0423,,
a_cat1,b_cat1,Breakfast & Cereal,139,Breakfast,0.6835,Protein & Snack Bars,0.1007,Yogurt,0.0863
a_cat1,b_cat1,Bakery & Bread,117,Chips & Snack Foods,0.6667,Sandwich Breads & Rolls,0.2222,Special Diet,0.0171
a_cat1,b_cat1,Cats,113,Pet,1.0,,,,
a_cat1,b_cat1,Dietary & Lifestyle Shop,101,Chips & Snack Foods,0.198,"Milk, Juice and Refrigerated Beverage",0.0891,Beverages,0.0792
a_cat1,b_cat1,Oral Care,97,Personal Care and Makeup,0.9897,Health and Wellness,0.0103,,
a_cat1,b_cat1,Coffee,94,Beverages,0.7553,Coffee Creamer and Cream,0.0851,International Foods,0.0426
a_cat1,b_cat1,International Food,94,International Foods,0.617,Chips & Snack Foods,0.1064,Pantry,0.0638
a_cat1,b_cat1,Vitamins and Supplements,90,Health and Wellness,0.9778,Baby & Toddler,0.0222,,
a_cat1,b_cat1,Alcohol,79,Beer Shop,0.6203,Beverages,0.2152,Wine,0.0886
a_cat1,b_cat1,Laundry,77,Household Essentials,1.0,,,,
a_cat1,b_cat1,Personal Care by Brand,76,Personal Care and Makeup,0.9868,Household Essentials,0.0132,,
a_cat1,b_cat1,Makeup,74,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Beauty by Top Brands,73,Personal Care and Makeup,0.9863,Baby & Toddler,0.0137,,
a_cat1,b_cat1,Protein,73,Health and Wellness,0.589,Protein & Snack Bars,0.2603,Beverages,0.0411
a_cat1,b_cat1,Deli,72,Hot Dogs & Cold Cuts,0.1944,Bacon,0.1389,Refrigerated Dips and Sour Cream,0.1111
a_cat1,b_cat1,Pets Shop By Brand,68,Pet,1.0,,,,
a_cat1,b_cat1,Dogs,65,Pet,0.9692,Household Essentials,0.0154,Fruit,0.0154
a_cat1,b_cat1,Beauty Best Sellers,63,Personal Care and Makeup,0.9841,Baby & Toddler,0.0159,,
a_cat1,b_cat1,Men's Essentials,62,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Feminine Care,57,Personal Care and Makeup,0.9649,Health and Wellness,0.0351,,
a_cat1,b_cat1,Cleaning Supplies,57,Household Essentials,0.9474,Baby & Toddler,0.0526,,
a_cat1,b_cat1,Meat & Seafood,56,Hot Dogs & Cold Cuts,0.3036,Plant Based Protein,0.1607,Bacon,0.1071
a_cat1,b_cat1,Curly hair & more store,54,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Personal Care Mindful Living Shop,52,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Diapering,48,Baby & Toddler,0.9167,Personal Care and Makeup,0.0833,,
a_cat1,b_cat1,Air Fresheners,43,Household Essentials,0.9767,Baking & Baking Ingredients,0.0233,,
a_cat1,b_cat1,Regimens and Routines,41,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Beauty by Topic,41,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Hair Type,39,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Sports Medicine & Injury Recovery Solution,36,Personal Care and Makeup,0.9444,Health and Wellness,0.0556,,
a_cat1,b_cat1,Daycare &  Preschool Essentials,31,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Value packs,29,Pantry,0.3793,Beverages,0.1724,Chips & Snack Foods,0.1724
a_cat1,b_cat1,Cough Cold and Flu medicine,29,Health and Wellness,0.931,Baby & Toddler,0.069,,
a_cat1,b_cat1,Dermatologist Recommended,28,Personal Care and Makeup,0.8571,Baby & Toddler,0.0714,Health and Wellness,0.0357
a_cat1,b_cat1,Shop All Candy,26,Candy,0.5,Baking & Baking Ingredients,0.3846,Bulk Foods,0.1154
a_cat1,b_cat1,Pain management,23,Health and Wellness,0.9565,Personal Care and Makeup,0.0435,,
a_cat1,b_cat1,Cold Weather Skincare,22,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Weight Loss,21,Protein & Snack Bars,0.619,Health and Wellness,0.2857,Beverages,0.0952
a_cat1,b_cat1,Shop by Baby Brand,20,Baby & Toddler,0.85,Health and Wellness,0.1,Personal Care and Makeup,0.05
a_cat1,b_cat1,Mindful Living Shop,20,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,School Supplies,19,Household Essentials,0.8947,Personal Care and Makeup,0.1053,,
a_cat1,b_cat1,Allergy Medicine,18,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Kitchen & Dining,18,Kitchen and Home,0.7222,Protein & Snack Bars,0.1111,Baking & Baking Ingredients,0.1111
a_cat1,b_cat1,Nailcare,17,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Organic Shop,17,Beverages,0.3529,Pantry,0.2353,International Foods,0.1765
a_cat1,b_cat1,Pets Subscription,17,Pet,1.0,,,,
a_cat1,b_cat1,Immune Support,17,Health and Wellness,1.0,,,,
a_cat1,b_cat1,FSA and HSA Store,16,Personal Care and Makeup,0.5625,Health and Wellness,0.4375,,
a_cat1,b_cat1,Shaving,16,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Built for Better,16,Personal Care and Makeup,0.6875,Chips & Snack Foods,0.125,Household Essentials,0.0625
a_cat1,b_cat1,Dove Men + Care,16,Candy,0.5625,Personal Care and Makeup,0.4375,,
a_cat1,b_cat1,Paper & Plastic,15,Household Essentials,0.8667,Kitchen and Home,0.1333,,
a_cat1,b_cat1,,15,Pet,0.2,Household Essentials,0.1333,Pantry,0.1333
a_cat1,b_cat1,Subscription Grocery,15,Salad Dressing & Condiments,0.4,International Foods,0.2667,Pantry,0.1333
a_cat1,b_cat1,Digestive Health,15,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Appliances,14,Kitchen and Home,0.9286,Household Essentials,0.0714,,
a_cat1,b_cat1,Shop All Bread and Bakery,14,Chips & Snack Foods,0.5714,Sandwich Breads & Rolls,0.1429,Protein & Snack Bars,0.0714
a_cat1,b_cat1,Shop All Breakfast,13,Breakfast,0.7692,Chips & Snack Foods,0.0769,Beverages,0.0769
a_cat1,b_cat1,Grab & Go,13,Candy,0.4615,Chips & Snack Foods,0.3077,Beverages,0.1538
a_cat1,b_cat1,Markers and Highlighters,13,Household Essentials,0.9231,Personal Care and Makeup,0.0769,,
a_cat1,b_cat1,Foot Care,12,Health and Wellness,0.6667,Personal Care and Makeup,0.3333,,
a_cat1,b_cat1,Art Supplies,11,Household Essentials,1.0,,,,
a_cat1,b_cat1,Premium Pet Brands,11,Pet,1.0,,,,
a_cat1,b_cat1,Eye Care,11,Health and Wellness,1.0,,,,
a_cat1,b_cat1,First Aid,10,Health and Wellness,0.5,Personal Care and Makeup,0.5,,
a_cat1,b_cat1,Restock & Save On Hair Care,10,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Pest Control,10,Household Essentials,1.0,,,,
a_cat1,b_cat1,Incontinence,10,Health and Wellness,0.8,Personal Care and Makeup,0.2,,
a_cat1,b_cat1,Baby Bath & Skin Care,10,Baby & Toddler,0.5,Personal Care and Makeup,0.5,,
a_cat1,b_cat1,Stock Up Essentials,9,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Holiday baked goods,9,Baking & Baking Ingredients,0.8889,Candy,0.1111,,
a_cat1,b_cat1,Party Supplies,8,Baking & Baking Ingredients,0.75,Kitchen and Home,0.125,Household Essentials,0.125
a_cat1,b_cat1,Shop All Deli,8,Soups & Broths,0.375,Pantry,0.25,Chips & Snack Foods,0.125
a_cat1,b_cat1,Medicine Cabinet,8,Health and Wellness,0.75,Baby & Toddler,0.125,Personal Care and Makeup,0.125
a_cat1,b_cat1,Bathroom Cleaning Supplies,8,Household Essentials,1.0,,,,
a_cat1,b_cat1,Shop by Age,7,Baby & Toddler,0.8571,Personal Care and Makeup,0.1429,,
a_cat1,b_cat1,Quit Smoking,7,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Glues & Glue Removers,7,Household Essentials,1.0,,,,
a_cat1,b_cat1,Women's Health,7,Health and Wellness,0.4286,Personal Care and Makeup,0.2857,Beverages,0.2857
a_cat1,b_cat1,Shoes,7,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Brands,7,Chips & Snack Foods,0.7143,Breakfast,0.1429,Baking & Baking Ingredients,0.1429
a_cat1,b_cat1,Sun Care,7,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,New Pet Essentials,7,Pet,1.0,,,,
a_cat1,b_cat1,Dr. Squatch,6,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Here for Every Beauty,6,Personal Care and Makeup,0.8333,Baby & Toddler,0.1667,,
a_cat1,b_cat1,Food Gifts,6,Sandwich Breads & Rolls,0.8333,Candy,0.1667,,
a_cat1,b_cat1,LocalFinds Food,6,Beverages,0.6667,Wine,0.1667,International Foods,0.1667
a_cat1,b_cat1,Shop All Baking,6,Baking & Baking Ingredients,0.6667,International Foods,0.1667,"Nut Butters, Jelly & Honey",0.1667
a_cat1,b_cat1,"Cake, Baking & Pastry Supplies",6,Baking & Baking Ingredients,0.6667,Kitchen and Home,0.1667,Bulk Foods,0.1667
a_cat1,b_cat1,Outdoor Cooking,6,Household Essentials,0.6667,Seasonal Home,0.3333,,
a_cat1,b_cat1,Paint,6,Household Essentials,1.0,,,,
a_cat1,b_cat1,Fresh Produce,6,Plant Based Protein,0.1667,Chips & Snack Foods,0.1667,Pickles & Fermented Foods,0.1667
a_cat1,b_cat1,Black-led Beauty Brands,5,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Heart Health,5,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Wellness,5,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Sleep Better,5,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Every Man Jack,5,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Game Time Food,5,Appetizers & Frozen Meals,0.8,Cream Cheese,0.2,,
a_cat1,b_cat1,Dr. Squatch Deodorant,5,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Electrical,5,Household Essentials,1.0,,,,
a_cat1,b_cat1,Protein foods,4,Chips & Snack Foods,0.75,Hot Dogs & Cold Cuts,0.25,,
a_cat1,b_cat1,"Food Prep, Serve and Store",4,Household Essentials,1.0,,,,
a_cat1,b_cat1,Breathing Solutions,4,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Baby & Maternity Allowance,4,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Personal Care Gift Sets,4,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Decor,4,Household Essentials,1.0,,,,
a_cat1,b_cat1,Sexual Wellness Top Brands,4,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Diaper Changing Station,4,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Shop All Frozen,4,Appetizers & Frozen Meals,0.5,Pantry,0.5,,
a_cat1,b_cat1,Fragrances,3,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Lip Care,3,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Black Owned Beauty Brands,3,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Spa & Relaxation,3,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Kitchen Cleaning Supplies,3,Household Essentials,1.0,,,,
a_cat1,b_cat1,Fun with your Pets,3,Pet,1.0,,,,
a_cat1,b_cat1,Premium Hair Care & Hair Tools,3,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Kids Health Shop,3,Health and Wellness,0.6667,Baby & Toddler,0.3333,,
a_cat1,b_cat1,Equate,3,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Kids Clothing,3,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Health & Safety,3,Health and Wellness,0.6667,Baby & Toddler,0.3333,,
a_cat1,b_cat1,Comfort food,3,Appetizers & Frozen Meals,0.6667,Soups & Broths,0.3333,,
a_cat1,b_cat1,Men's Grooming,3,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Homeopathics,3,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Smoking Cessation,2,International Foods,0.5,Beverages,0.5,,
a_cat1,b_cat1,Keto Diet,2,Pantry,0.5,Breakfast,0.5,,
a_cat1,b_cat1,Sexual Wellness,2,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Seasonal Beauty,2,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Outdoor Sports,2,Household Essentials,0.5,Seasonal Home,0.5,,
a_cat1,b_cat1,Wild Bird Supplies,2,Pet,1.0,,,,
a_cat1,b_cat1,Children's Health,2,Health and Wellness,0.5,Baby & Toddler,0.5,,
a_cat1,b_cat1,Equate Personal Care,2,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Premium Bath & Body,2,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Shop all Bluey,2,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Emergency prep pets,2,Pet,1.0,,,,
a_cat1,b_cat1,Restock Health Essentials,2,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Dry Mouth,2,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Shop All Produce,2,Fruit,0.5,Pantry,0.5,,
a_cat1,b_cat1,Womens Clothing,2,Personal Care and Makeup,0.5,Health and Wellness,0.5,,
a_cat1,b_cat1,Skin Care,2,Health and Wellness,0.5,Personal Care and Makeup,0.5,,
a_cat1,b_cat1,Shop by Brand,2,International Foods,0.5,Pantry,0.5,,
a_cat1,b_cat1,Weekly Trips,2,EZ Meals,0.5,Appetizers & Frozen Meals,0.5,,
a_cat1,b_cat1,Bath & Potty,2,Personal Care and Makeup,0.5,Baby & Toddler,0.5,,
a_cat1,b_cat1,Halloween Beauty,2,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Baby New Arrivals,2,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,National Pet Month,2,Pet,1.0,,,,
a_cat1,b_cat1,Festival & Concert Shop,2,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Holiday Decor,2,Baking & Baking Ingredients,0.5,Bulk Foods,0.5,,
a_cat1,b_cat1,Vicks,1,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Arts & Crafts for Kids,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,Postpartum Care,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Sports,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,Shop All Coffee,1,Beverages,1.0,,,,
a_cat1,b_cat1,Baby Essentials Stock Up,1,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Baby Stocking Stuffers,1,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Pasta Meals,1,Pasta & Pasta Sauce,1.0,,,,
a_cat1,b_cat1,Multicultural OTC,1,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Baby Clearance,1,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Wilton Baking Supplies,1,Bulk Foods,1.0,,,,
a_cat1,b_cat1,Massage,1,Kitchen and Home,1.0,,,,
a_cat1,b_cat1,Wedding Shop,1,Bulk Foods,1.0,,,,
a_cat1,b_cat1,Pet Celebrations,1,Pet,1.0,,,,
a_cat1,b_cat1,Household Essentials for School,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,Household Party Essentials,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,New and Trending in Personal Care,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Personal Care Subscriptions,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Premium Hair Care,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Featured Premium Beauty Brands,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Emergency Prep,1,Seasonal Home,1.0,,,,
a_cat1,b_cat1,Frozen Beauty,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Mens Health,1,Health and Wellness,1.0,,,,
a_cat1,b_cat1,New Food Items,1,Chips & Snack Foods,1.0,,,,
a_cat1,b_cat1,The Honest Company,1,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Baby,1,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Duke Cannon,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Smart Suggestions OG Food,1,Pantry,1.0,,,,
a_cat1,b_cat1,Tools,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,Themed Party Supplies,1,Party Celebrations & Gifts,1.0,,,,
a_cat1,b_cat1,Exercise & Fitness,1,Protein & Snack Bars,1.0,,,,
a_cat1,b_cat1,Baby Multi-Age,1,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Swimming Pools & Spas,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,2-in-1 Hair and Body Care,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Clearblue Pregnancy Tests,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Food Service Equipment & Supplies,1,Baking & Baking Ingredients,1.0,,,,
a_cat1,b_cat1,Horses,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Home Audio & Theater,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Cameras & Camcorders,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,Batteries,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,Easter,1,Candy,1.0,,,,
a_cat1,b_cat1,Betty Crocker,1,Baking & Baking Ingredients,1.0,,,,
a_cat1,b_cat1,Wicked,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Specialty Shops,1,Beer Shop,1.0,,,,
a_cat1,b_cat1,Nursery & Decor,1,Baby & Toddler,1.0,,,,
a_cat1,b_cat1,Food Immunity Boosters & Remedies,1,Beverages,1.0,,,,
a_cat1,b_cat1,Travel Size Essentials,1,Personal Care and Makeup,1.0,,,,
a_cat1,b_cat1,Mindfully Made Cleaners,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,Postpartum Health Essentials,1,Health and Wellness,1.0,,,,
a_cat1,b_cat1,College Health Essentials,1,Health and Wellness,1.0,,,,
a_cat1,b_cat1,Sports Fan Shop,1,Beverages,1.0,,,,
a_cat1,b_cat1,Cough & Allergy Supplies,1,Household Essentials,1.0,,,,
a_cat1,b_cat1,Travel Size Toiletries,1,Personal Care and Makeup,1.0,,,,
a_cat2,b_cat2,,664,Oral Care,0.0873,Bath & Body,0.0813,Deodorant & Antiperspirant,0.0512
a_cat2,b_cat2,Pantry meal essentials,329,Latino Foods,0.1277,"Packaged Meals, Sides & Rice",0.0942,Asian,0.076
a_cat2,b_cat2,Chocolate,247,Seasonal & Holiday Candy,0.4575,Chocolate,0.2551,Candy and Gum,0.1215
a_cat2,b_cat2,Baby Food,166,Baby Food & Snacks,1.0,,,,
a_cat2,b_cat2,Christmas Candy,154,Seasonal & Holiday Candy,0.5909,Candy and Gum,0.2078,Chocolate,0.1169
a_cat2,b_cat2,Valentine's Candy,153,Seasonal & Holiday Candy,0.5948,Chocolate,0.1699,Candy and Gum,0.1242
a_cat2,b_cat2,Chips,143,Chips,0.3287,Gluten Free Chips & Snacks,0.1538,Multipack & On The Go Snacks,0.1259
a_cat2,b_cat2,Cheese,128,Gelatin & Puddings,0.2578,Block,0.1328,Cream Cheese,0.0781
a_cat2,b_cat2,Deodorants,117,Deodorant & Antiperspirant,0.9573,Travel,0.0342,Hair Care,0.0085
a_cat2,b_cat2,Easy to Make,116,Baking Mixes,0.5862,Baking Needs,0.2586,Gelatin & Puddings,0.0431
a_cat2,b_cat2,Gummy & Chewy Candy,112,Fruity Confections,0.4375,Seasonal & Holiday Candy,0.4196,Candy and Gum,0.1071
a_cat2,b_cat2,Tea,104,Tea,0.9327,Tea & Lemonades,0.0288,Kombucha & Wellness Shots,0.0192
a_cat2,b_cat2,Soup,102,Canned Soup,0.402,"Stocks, Broths & Bouillon",0.2353,Asian,0.1765
a_cat2,b_cat2,Cookies,101,Cookies,0.7723,Latino Foods,0.0792,Protein & Lifestyle Bars,0.0495
a_cat2,b_cat2,Baking Ingredients,98,Sugar & Sweeteners,0.2041,Sprinkles & Decorations,0.1531,Spices,0.1531
a_cat2,b_cat2,Canned goods,91,Latino Foods,0.2637,Canned Meat & Seafood,0.1758,Canned Tomatoes,0.1648
a_cat2,b_cat2,Halloween Candy,90,Seasonal & Holiday Candy,0.6222,Chocolate,0.1333,Candy and Gum,0.1
a_cat2,b_cat2,Juices,90,Bottled Juice,0.3889,Juice,0.1556,Tea,0.1222
a_cat2,b_cat2,Crackers,88,Crackers,0.6591,Multipack & On The Go Snacks,0.0795,Baby Food & Snacks,0.0568
a_cat2,b_cat2,Body Wash,83,Bath & Body,0.8434,Hand & Body Lotion,0.0602,Bath & Toiletries,0.0241
a_cat2,b_cat2,Easter Candy,74,Seasonal & Holiday Candy,0.5405,Candy and Gum,0.3108,Chocolate,0.1216
a_cat2,b_cat2,Energy Drinks,65,Sports & Energy Drinks,0.7231,Active & Sport Nutrition,0.2769,,
a_cat2,b_cat2,Pasta & pizza,62,Pasta,0.4194,Asian,0.1774,"Packaged Meals, Sides & Rice",0.0968
a_cat2,b_cat2,Gametime Food,60,Pilsners/Lagers,0.25,Sports & Energy Drinks,0.1667,Soda & Pop,0.1
a_cat2,b_cat2,Cat Food,60,Cat,1.0,,,,
a_cat2,b_cat2,Conditioner,55,Hair Care,0.8545,Hand & Body Lotion,0.1091,Bath & Body,0.0364
a_cat2,b_cat2,Salad dressings & toppings,54,Salad Dressing,0.7963,Dressing & Condiments,0.0556,Dips,0.037
a_cat2,b_cat2,Dermatologist Recommended Skincare,51,Facial Skin Care,0.451,Hand & Body Lotion,0.3137,Bath & Toiletries,0.1176
a_cat2,b_cat2,Frozen Meals,48,Dinners & Entrees,0.9375,Latino Foods,0.0417,Indian,0.0208
a_cat2,b_cat2,Sports Drinks,48,Sports & Energy Drinks,1.0,,,,
a_cat2,b_cat2,Laundry Detergents,47,Laundry & Laundry Supplies,1.0,,,,
a_cat2,b_cat2,International foods,47,Indian,0.5106,Latino Foods,0.1277,European & Mediterranean,0.0638
a_cat2,b_cat2,Products for Coily Hair,45,Hair Care,0.9556,Hand & Body Lotion,0.0444,,
a_cat2,b_cat2,Face Cleansers,43,Facial Skin Care,0.6977,Hand & Body Lotion,0.3023,,
a_cat2,b_cat2,Packaged meals & Side dishes,42,"Packaged Meals, Sides & Rice",0.7143,,0.119,Indian,0.0476
a_cat2,b_cat2,Glade,41,Air Care,1.0,,,,
a_cat2,b_cat2,Water,39,Sports & Energy Drinks,0.5128,Soda & Pop,0.2051,Bottled Water,0.1795
a_cat2,b_cat2,Milk,38,Shelf Stable Beverages,0.2895,Dairy Free Beverages,0.2368,Milk,0.1842
a_cat2,b_cat2,Sweet Treats,36,Cookies,1.0,,,,
a_cat2,b_cat2,Latin and Hispanic Foods,35,Latino Foods,0.5143,Oatmeal & Grits,0.1429,"Packaged Meals, Sides & Rice",0.0857
a_cat2,b_cat2,"Herbs, spices & seasoning mixes",35,Spices,0.4,Latino Foods,0.1429,Bread Crumbs,0.1143
a_cat2,b_cat2,Valentine's Day Food,34,Seasonal & Holiday Candy,0.4118,,0.0588,Syrup,0.0588
a_cat2,b_cat2,Hair Care Brands,34,Hair Care,0.8235,Bath & Body,0.1471,Hand & Body Lotion,0.0294
a_cat2,b_cat2,Optimize Performance,34,Deodorant & Antiperspirant,1.0,,,,
a_cat2,b_cat2,Face Makeup,33,Makeup & Nail Care,0.9697,Facial Skin Care,0.0303,,
a_cat2,b_cat2,Haircare Best Sellers,33,Hair Care,0.9394,Bath & Toiletries,0.0303,Hand & Body Lotion,0.0303
a_cat2,b_cat2,Oatmeal & Grits,33,Oatmeal & Grits,0.4242,Breakfast Essentials,0.2727,Muesli,0.0606
a_cat2,b_cat2,Bath & Shower,31,Bath & Body,0.6774,Deodorant & Antiperspirant,0.0968,Essential Oils,0.0968
a_cat2,b_cat2,Breakfast Breads,31,Cookies,0.8065,Gluten Free,0.0323,Seasonal Cookies,0.0323
a_cat2,b_cat2,Shop All Beverages,31,Tea & Lemonades,0.1613,Sports & Energy Drinks,0.129,Tea,0.0968
